rfam_acc	term
RF00319	GO:0005730
RF00320	GO:0005730
RF00321	GO:0005730
RF00322	GO:0005730
RF00323	GO:0005730
RF00324	GO:0005730
RF00325	GO:0005730
RF00326	GO:0005730
RF00327	GO:0005730
RF00328	GO:0005730
RF00329	GO:0005730
RF00330	GO:0005730
RF00331	GO:0005730
RF00332	GO:0005730
RF00333	GO:0005730
RF00334	GO:0005730
RF00335	GO:0005730
RF00336	GO:0005730
RF00337	GO:0005730
RF00338	GO:0005730
RF00339	GO:0005730
RF00340	GO:0005730
RF00341	GO:0005730
RF00342	GO:0005730
RF00343	GO:0005730
RF00344	GO:0005730
RF00345	GO:0005730
RF00348	GO:0005730
RF00349	GO:0005730
RF00350	GO:0005730
RF00351	GO:0005730
RF00352	GO:0005730
RF00353	GO:0005730
RF00355	GO:0005730
RF00356	GO:0005730
RF00357	GO:0005730
RF00358	GO:0005730
RF00359	GO:0005730
RF00360	GO:0005730
RF00361	GO:0005730
RF00363	GO:0035068
RF00364	GO:0035068
RF00365	GO:0035068
RF00366	GO:0035068
RF00367	GO:0035068
RF00373	GO:0030681
RF00377	GO:0005730
RF00392	GO:0005730
RF00393	GO:0005730
RF00394	GO:0005730
RF00396	GO:0005730
RF00397	GO:0005730
RF00398	GO:0005730
RF00399	GO:0005730
RF00400	GO:0005730
RF00401	GO:0005730
RF00402	GO:0005730
RF00403	GO:0005730
RF00404	GO:0005730
RF00405	GO:0005730
RF00406	GO:0005730
RF00407	GO:0005730
RF00408	GO:0005730
RF00409	GO:0005730
RF00410	GO:0005730
RF00411	GO:0005730
RF00412	GO:0005730
RF00413	GO:0005730
RF00414	GO:0005730
RF00415	GO:0005730
RF00416	GO:0005730
RF00417	GO:0005730
RF00418	GO:0005730
RF00419	GO:0005730
RF00420	GO:0005730
RF00421	GO:0005730
RF00422	GO:0015030
RF00422	GO:0005730
RF00423	GO:0015030
RF00423	GO:0005730
RF00424	GO:0005730
RF00425	GO:0005730
RF00426	GO:0015030
RF00426	GO:0005730
RF00427	GO:0015030
RF00427	GO:0005730
RF00428	GO:0015030
RF00428	GO:0005730
RF00429	GO:0005730
RF00430	GO:0005730
RF00431	GO:0005730
RF00432	GO:0005730
RF00438	GO:0005730
RF00439	GO:0005730
RF00440	GO:0005730
RF00441	GO:0005730
RF00443	GO:0005730
RF00445	GO:0035068
RF00446	GO:0035068
RF00451	GO:0035068
RF00452	GO:0035068
RF00455	GO:0035068
RF00456	GO:0035068
RF00464	GO:0035068
RF00471	GO:0005730
RF00472	GO:0005730
RF00473	GO:0005730
RF00474	GO:0005730
RF00475	GO:0005730
RF00476	GO:0005730
RF00477	GO:0005730
RF00478	GO:0005730
RF00479	GO:0005730
RF00482	GO:0005730
RF00486	GO:0035068
RF00488	GO:0005685
RF00492	GO:0015030
RF00492	GO:0005730
RF00493	GO:0005730
RF00494	GO:0005730
RF00509	GO:0005730
RF00526	GO:0005730
RF00527	GO:0005730
RF00528	GO:0005730
RF00529	GO:0005730
RF00530	GO:0005730
RF00531	GO:0005730
RF00532	GO:0005730
RF00533	GO:0005730
RF00535	GO:0005730
RF00536	GO:0005730
RF00537	GO:0005730
RF00538	GO:0005730
RF00539	GO:0005730
RF00540	GO:0005730
RF00541	GO:0005730
RF00542	GO:0005730
RF00543	GO:0005730
RF00544	GO:0005730
RF00545	GO:0005730
RF00546	GO:0005730
RF00548	GO:0005692
RF00553	GO:0015030
RF00553	GO:0005730
RF00554	GO:0005730
RF00560	GO:0005730
RF00561	GO:0005730
RF00562	GO:0005730
RF00563	GO:0005730
RF00564	GO:0015030
RF00564	GO:0005730
RF00565	GO:0015030
RF00565	GO:0005730
RF00566	GO:0005730
RF00567	GO:0005730
RF00568	GO:0005730
RF00569	GO:0005730
RF00570	GO:0005730
RF00571	GO:0005730
RF00572	GO:0005730
RF00573	GO:0005730
RF00574	GO:0005730
RF00575	GO:0005730
RF00576	GO:0005730
RF00577	GO:0005730
RF00578	GO:0005730
RF00579	GO:0005730
RF00580	GO:0005730
RF00581	GO:0005730
RF00582	GO:0015030
RF00582	GO:0005730
RF00584	GO:0005730
RF00586	GO:0005730
RF00588	GO:0005730
RF00591	GO:0005730
RF00592	GO:0005730
RF00593	GO:0005730
RF00594	GO:0005730
RF00598	GO:0005730
RF00599	GO:0005730
RF00600	GO:0005730
RF00601	GO:0015030
RF00601	GO:0005730
RF00602	GO:0015030
RF00602	GO:0005730
RF00603	GO:0005730
RF00604	GO:0005730
RF00606	GO:0005730
RF00607	GO:0005730
RF00608	GO:0005730
RF00609	GO:0005730
RF00610	GO:0005730
RF00611	GO:0005730
RF00612	GO:0005730
RF00613	GO:0005730
RF00614	GO:0005730
RF00618	GO:0005690
RF00619	GO:0005691
RF00637	GO:0035068
RF00638	GO:0035068
RF00639	GO:0035068
RF00640	GO:0035068
RF00641	GO:0035068
RF00642	GO:0035068
RF00643	GO:0035068
RF00644	GO:0035068
RF00645	GO:0035068
RF00646	GO:0035068
RF00647	GO:0035068
RF00648	GO:0035068
RF00649	GO:0035068
RF00650	GO:0035068
RF00651	GO:0035068
RF00652	GO:0035068
RF00653	GO:0035068
RF00654	GO:0035068
RF00655	GO:0035068
RF00656	GO:0035068
RF00657	GO:0035068
RF00658	GO:0035068
RF00659	GO:0035068
RF00660	GO:0035068
RF00661	GO:0035068
RF00662	GO:0035068
RF00663	GO:0035068
RF00664	GO:0035068
RF00665	GO:0035068
RF00666	GO:0035068
RF00667	GO:0035068
RF00668	GO:0035068
RF00669	GO:0035068
RF00670	GO:0035068
RF00671	GO:0035068
RF00672	GO:0035068
RF00673	GO:0035068
RF00674	GO:0035068
RF00675	GO:0035068
RF00676	GO:0035068
RF00677	GO:0035068
RF00678	GO:0035068
RF00679	GO:0035068
RF00680	GO:0035068
RF00681	GO:0035068
RF00682	GO:0035068
RF00683	GO:0035068
RF00684	GO:0035068
RF00685	GO:0035068
RF00686	GO:0035068
RF00687	GO:0035068
RF00688	GO:0035068
RF00689	GO:0035068
RF00690	GO:0035068
RF00691	GO:0035068
RF00692	GO:0035068
RF00693	GO:0035068
RF00694	GO:0035068
RF00695	GO:0035068
RF00696	GO:0035068
RF00697	GO:0035068
RF00698	GO:0035068
RF00699	GO:0035068
RF00700	GO:0035068
RF00701	GO:0035068
RF00702	GO:0035068
RF00703	GO:0035068
RF00704	GO:0035068
RF00705	GO:0035068
RF00706	GO:0035068
RF00707	GO:0035068
RF00708	GO:0035068
RF00709	GO:0035068
RF00710	GO:0035068
RF00711	GO:0035068
RF00712	GO:0035068
RF00713	GO:0035068
RF00714	GO:0035068
RF00715	GO:0035068
RF00716	GO:0035068
RF00717	GO:0035068
RF00718	GO:0035068
RF00719	GO:0035068
RF00720	GO:0035068
RF00721	GO:0035068
RF00722	GO:0035068
RF00723	GO:0035068
RF00724	GO:0035068
RF00725	GO:0035068
RF00726	GO:0035068
RF00727	GO:0035068
RF00728	GO:0035068
RF00729	GO:0035068
RF00730	GO:0035068
RF00731	GO:0035068
RF00732	GO:0035068
RF00733	GO:0035068
RF00734	GO:0035068
RF00735	GO:0035068
RF00736	GO:0035068
RF00737	GO:0035068
RF00739	GO:0035068
RF00740	GO:0035068
RF00741	GO:0035068
RF00742	GO:0035068
RF00743	GO:0035068
RF00744	GO:0035068
RF00745	GO:0035068
RF00746	GO:0035068
RF00747	GO:0035068
RF00748	GO:0035068
RF00749	GO:0035068
RF00750	GO:0035068
RF00751	GO:0035068
RF00752	GO:0035068
RF00753	GO:0035068
RF00754	GO:0035068
RF00755	GO:0035068
RF00756	GO:0035068
RF00757	GO:0035068
RF00758	GO:0035068
RF00760	GO:0035068
RF00761	GO:0035068
RF00762	GO:0035068
RF00763	GO:0035068
RF00764	GO:0035068
RF00765	GO:0035068
RF00766	GO:0035068
RF00767	GO:0035068
RF00768	GO:0035068
RF00769	GO:0035068
RF00770	GO:0035068
RF00771	GO:0035068
RF00772	GO:0035068
RF00773	GO:0035068
RF00774	GO:0035068
RF00775	GO:0035068
RF00776	GO:0035068
RF00777	GO:0035068
RF00778	GO:0035068
RF00779	GO:0035068
RF00780	GO:0035068
RF00781	GO:0035068
RF00782	GO:0035068
RF00783	GO:0035068
RF00784	GO:0035068
RF00785	GO:0035068
RF00786	GO:0035068
RF00787	GO:0035068
RF00788	GO:0035068
RF00789	GO:0035068
RF00790	GO:0035068
RF00791	GO:0035068
RF00792	GO:0035068
RF00793	GO:0035068
RF00794	GO:0035068
RF00795	GO:0035068
RF00796	GO:0035068
RF00797	GO:0035068
RF00798	GO:0035068
RF00799	GO:0035068
RF00800	GO:0035068
RF00801	GO:0035068
RF00802	GO:0035068
RF00803	GO:0035068
RF00804	GO:0035068
RF00805	GO:0035068
RF00806	GO:0035068
RF00807	GO:0035068
RF00808	GO:0035068
RF00809	GO:0035068
RF00810	GO:0035068
RF00811	GO:0035068
RF00812	GO:0035068
RF00813	GO:0035068
RF00814	GO:0035068
RF00815	GO:0035068
RF00816	GO:0035068
RF00817	GO:0035068
RF00818	GO:0035068
RF00819	GO:0035068
RF00820	GO:0035068
RF00821	GO:0035068
RF00822	GO:0035068
RF00823	GO:0035068
RF00824	GO:0035068
RF00825	GO:0035068
RF00826	GO:0035068
RF00827	GO:0035068
RF00828	GO:0035068
RF00829	GO:0035068
RF00830	GO:0035068
RF00831	GO:0035068
RF00832	GO:0035068
RF00833	GO:0035068
RF00834	GO:0035068
RF00835	GO:0035068
RF00836	GO:0035068
RF00837	GO:0035068
RF00838	GO:0035068
RF00839	GO:0035068
RF00840	GO:0035068
RF00841	GO:0035068
RF00842	GO:0035068
RF00843	GO:0035068
RF00844	GO:0035068
RF00845	GO:0035068
RF00846	GO:0035068
RF00847	GO:0035068
RF00848	GO:0035068
RF00849	GO:0035068
RF00850	GO:0035068
RF00851	GO:0035068
RF00852	GO:0035068
RF00853	GO:0035068
RF00854	GO:0035068
RF00855	GO:0035068
RF00856	GO:0035068
RF00857	GO:0035068
RF00858	GO:0035068
RF00859	GO:0035068
RF00861	GO:0035068
RF00862	GO:0035068
RF00863	GO:0035068
RF00864	GO:0035068
RF00865	GO:0035068
RF00866	GO:0035068
RF00867	GO:0035068
RF00868	GO:0035068
RF00869	GO:0035068
RF00870	GO:0035068
RF00871	GO:0035068
RF00872	GO:0035068
RF00873	GO:0035068
RF00874	GO:0035068
RF00875	GO:0035068
RF00876	GO:0035068
RF00877	GO:0035068
RF00878	GO:0035068
RF00879	GO:0035068
RF00882	GO:0035068
RF00883	GO:0035068
RF00884	GO:0035068
RF00885	GO:0035068
RF00886	GO:0035068
RF00887	GO:0035068
RF00888	GO:0035068
RF00890	GO:0035068
RF00891	GO:0035068
RF00892	GO:0035068
RF00893	GO:0035068
RF00894	GO:0035068
RF00895	GO:0035068
RF00896	GO:0035068
RF00897	GO:0035068
RF00898	GO:0035068
RF00899	GO:0035068
RF00900	GO:0035068
RF00901	GO:0035068
RF00902	GO:0035068
RF00903	GO:0035068
RF00904	GO:0035068
RF00905	GO:0035068
RF00906	GO:0035068
RF00907	GO:0035068
RF00908	GO:0035068
RF00909	GO:0035068
RF00910	GO:0035068
RF00911	GO:0035068
RF00912	GO:0035068
RF00914	GO:0035068
RF00915	GO:0035068
RF00917	GO:0035068
RF00918	GO:0035068
RF00919	GO:0035068
RF00920	GO:0035068
RF00921	GO:0035068
RF00922	GO:0035068
RF00925	GO:0035068
RF00926	GO:0035068
RF00927	GO:0035068
RF00928	GO:0035068
RF00929	GO:0035068
RF00931	GO:0035068
RF00932	GO:0035068
RF00933	GO:0035068
RF00934	GO:0035068
RF00935	GO:0035068
RF00936	GO:0035068
RF00937	GO:0035068
RF00939	GO:0035068
RF00940	GO:0035068
RF00941	GO:0035068
RF00942	GO:0035068
RF00943	GO:0035068
RF00945	GO:0035068
RF00946	GO:0035068
RF00947	GO:0035068
RF00948	GO:0035068
RF00949	GO:0035068
RF00950	GO:0035068
RF00951	GO:0035068
RF00952	GO:0035068
RF00953	GO:0035068
RF00954	GO:0035068
RF00955	GO:0035068
RF00956	GO:0035068
RF00957	GO:0035068
RF00958	GO:0035068
RF00959	GO:0035068
RF00960	GO:0035068
RF00961	GO:0035068
RF00962	GO:0035068
RF00963	GO:0035068
RF00964	GO:0035068
RF00965	GO:0035068
RF00966	GO:0035068
RF00967	GO:0035068
RF00968	GO:0035068
RF00969	GO:0035068
RF00970	GO:0035068
RF00971	GO:0035068
RF00972	GO:0035068
RF00973	GO:0035068
RF00974	GO:0035068
RF00975	GO:0035068
RF00976	GO:0035068
RF00977	GO:0035068
RF00978	GO:0035068
RF00979	GO:0035068
RF00980	GO:0035068
RF00981	GO:0035068
RF00983	GO:0035068
RF00984	GO:0035068
RF00985	GO:0035068
RF00986	GO:0035068
RF00987	GO:0035068
RF00988	GO:0035068
RF00989	GO:0035068
RF00990	GO:0035068
RF00991	GO:0035068
RF00992	GO:0035068
RF00993	GO:0035068
RF00994	GO:0035068
RF00995	GO:0035068
RF00996	GO:0035068
RF00997	GO:0035068
RF00998	GO:0035068
RF00999	GO:0035068
RF01000	GO:0035068
RF01001	GO:0035068
RF01002	GO:0035068
RF01003	GO:0035068
RF01004	GO:0035068
RF01005	GO:0035068
RF01006	GO:0035068
RF01007	GO:0035068
RF01008	GO:0035068
RF01009	GO:0035068
RF01010	GO:0035068
RF01011	GO:0035068
RF01012	GO:0035068
RF01013	GO:0035068
RF01014	GO:0035068
RF01015	GO:0035068
RF01016	GO:0035068
RF01017	GO:0035068
RF01018	GO:0035068
RF01019	GO:0035068
RF01020	GO:0035068
RF01021	GO:0035068
RF01022	GO:0035068
RF01023	GO:0035068
RF01024	GO:0035068
RF01025	GO:0035068
RF01026	GO:0035068
RF01027	GO:0035068
RF01028	GO:0035068
RF01029	GO:0035068
RF01030	GO:0035068
RF01031	GO:0035068
RF01032	GO:0035068
RF01033	GO:0035068
RF01034	GO:0035068
RF01035	GO:0035068
RF01036	GO:0035068
RF01037	GO:0035068
RF01038	GO:0035068
RF01039	GO:0035068
RF01040	GO:0035068
RF01041	GO:0035068
RF01042	GO:0035068
RF01043	GO:0035068
RF01044	GO:0035068
RF01045	GO:0035068
RF01059	GO:0035068
RF01061	GO:0035068
RF01063	GO:0035068
RF01064	GO:0035068
RF01117	GO:0035068
RF01119	GO:0005730
RF01120	GO:0005730
RF01121	GO:0005730
RF01122	GO:0005730
RF01123	GO:0005730
RF01124	GO:0005730
RF01125	GO:0005730
RF01126	GO:0005730
RF01127	GO:0005730
RF01128	GO:0005730
RF01129	GO:0005730
RF01130	GO:0005730
RF01131	GO:0005730
RF01132	GO:0005730
RF01133	GO:0005730
RF01134	GO:0005730
RF01135	GO:0005730
RF01136	GO:0005730
RF01137	GO:0005730
RF01138	GO:0005730
RF01139	GO:0005730
RF01140	GO:0005730
RF01141	GO:0005730
RF01142	GO:0005730
RF01143	GO:0005730
RF01144	GO:0005730
RF01145	GO:0005730
RF01146	GO:0005730
RF01147	GO:0005730
RF01148	GO:0005730
RF01149	GO:0005730
RF01150	GO:0005730
RF01151	GO:0005730
RF01152	GO:0005730
RF01153	GO:0005730
RF01155	GO:0005730
RF01156	GO:0005730
RF01157	GO:0005730
RF01158	GO:0005730
RF01159	GO:0005730
RF01160	GO:0005730
RF01161	GO:0005730
RF01162	GO:0005730
RF01163	GO:0005730
RF01164	GO:0005730
RF01165	GO:0005730
RF01166	GO:0005730
RF01167	GO:0005730
RF01168	GO:0005730
RF01169	GO:0005730
RF01170	GO:0005730
RF01171	GO:0005730
RF01172	GO:0005730
RF01173	GO:0005730
RF01174	GO:0005730
RF01175	GO:0005730
RF01176	GO:0005730
RF01177	GO:0005730
RF01178	GO:0005730
RF01179	GO:0005730
RF01180	GO:0005730
RF01181	GO:0005730
RF01182	GO:0005730
RF01183	GO:0005730
RF01184	GO:0005730
RF01185	GO:0005730
RF01186	GO:0005730
RF01188	GO:0005730
RF01189	GO:0005730
RF01190	GO:0005730
RF01191	GO:0005730
RF01192	GO:0005730
RF01193	GO:0005730
RF01194	GO:0005730
RF01195	GO:0005730
RF01196	GO:0005730
RF01197	GO:0005730
RF01198	GO:0005730
RF01199	GO:0005730
RF01200	GO:0005730
RF01201	GO:0005730
RF01202	GO:0005730
RF01203	GO:0005730
RF01204	GO:0005730
RF01205	GO:0005730
RF01206	GO:0005730
RF01207	GO:0005730
RF01208	GO:0005730
RF01209	GO:0005730
RF01210	GO:0005730
RF01211	GO:0005730
RF01212	GO:0005730
RF01213	GO:0005730
RF01214	GO:0005730
RF01215	GO:0005730
RF01216	GO:0005730
RF01218	GO:0005730
RF01219	GO:0005730
RF01220	GO:0005730
RF01221	GO:0005730
RF01222	GO:0005730
RF01223	GO:0005730
RF01224	GO:0005730
RF01225	GO:0005730
RF01226	GO:0005730
RF01227	GO:0005730
RF01228	GO:0005730
RF01229	GO:0005730
RF01230	GO:0005730
RF01231	GO:0005730
RF01232	GO:0005730
RF01233	GO:0005730
RF01234	GO:0005730
RF01235	GO:0005730
RF01236	GO:0005730
RF01237	GO:0005730
RF01238	GO:0005730
RF01239	GO:0005730
RF01240	GO:0005730
RF01241	GO:0005730
RF01242	GO:0005730
RF01243	GO:0005730
RF01244	GO:0005730
RF01245	GO:0005730
RF01246	GO:0005730
RF01247	GO:0005730
RF01248	GO:0005730
RF01249	GO:0005730
RF01250	GO:0005730
RF01251	GO:0005730
RF01252	GO:0005730
RF01253	GO:0005730
RF01254	GO:0005730
RF01255	GO:0005730
RF01256	GO:0005730
RF01257	GO:0005730
RF01258	GO:0005730
RF01259	GO:0005730
RF01260	GO:0005730
RF01261	GO:0005730
RF01262	GO:0005730
RF01263	GO:0005730
RF01264	GO:0005730
RF01265	GO:0005730
RF01266	GO:0005730
RF01267	GO:0005730
RF01268	GO:0005730
RF01269	GO:0005730
RF01270	GO:0005730
RF01271	GO:0005730
RF01272	GO:0005730
RF01273	GO:0005730
RF01274	GO:0005730
RF01275	GO:0005730
RF01276	GO:0005730
RF01277	GO:0005730
RF01278	GO:0005730
RF01279	GO:0005730
RF01280	GO:0005730
RF01281	GO:0005730
RF01283	GO:0005730
RF01284	GO:0005730
RF01285	GO:0005730
RF01286	GO:0005730
RF01287	GO:0005730
RF01288	GO:0005730
RF01289	GO:0005730
RF01290	GO:0005730
RF01291	GO:0005730
RF01292	GO:0005730
RF01293	GO:0005730
RF01294	GO:0005730
RF01295	GO:0005730
RF01296	GO:0005730
RF01297	GO:0005730
RF01298	GO:0005730
RF01299	GO:0005730
RF01300	GO:0005730
RF01301	GO:0005730
RF01302	GO:0005730
RF01303	GO:0005730
RF01304	GO:0005730
RF01305	GO:0005730
RF01306	GO:0005730
RF01307	GO:0005730
RF01308	GO:0005730
RF01309	GO:0005730
RF01310	GO:0005730
RF01311	GO:0005730
RF01312	GO:0005730
RF01314	GO:0035068
RF01413	GO:0035068
RF01420	GO:0005730
RF01421	GO:0005730
RF01422	GO:0005730
RF01423	GO:0005730
RF01424	GO:0005730
RF01425	GO:0005730
RF01426	GO:0005730
RF01427	GO:0005730
RF01428	GO:0005730
RF01429	GO:0005730
RF01430	GO:0005730
RF01431	GO:0005730
RF01432	GO:0005730
RF01433	GO:0005730
RF01434	GO:0005730
RF01435	GO:0005730
RF01436	GO:0005730
RF01437	GO:0005730
RF01438	GO:0005730
RF01439	GO:0005730
RF01440	GO:0005730
RF01441	GO:0005730
RF01442	GO:0005730
RF01443	GO:0005730
RF01444	GO:0005730
RF01445	GO:0005730
RF01446	GO:0005730
RF01447	GO:0005730
RF01448	GO:0005730
RF01449	GO:0005730
RF01450	GO:0005730
RF01451	GO:0005730
RF01452	GO:0005730
RF01498	GO:0005730
RF01499	GO:0005730
RF01500	GO:0005730
RF01501	GO:0005730
RF01502	GO:0005786
RF01502	GO:0048501
RF01505	GO:0005730
RF01506	GO:0005730
RF01507	GO:0005730
RF01509	GO:0005730
RF01511	GO:0005730
RF01513	GO:0005730
RF01514	GO:0005730
RF01515	GO:0005730
RF01516	GO:0005730
RF01522	GO:0005730
RF01523	GO:0005730
RF01524	GO:0005730
RF01525	GO:0005730
RF01526	GO:0005730
RF01531	GO:0005730
RF01532	GO:0005730
RF01533	GO:0005730
RF01534	GO:0005730
RF01535	GO:0005730
RF01536	GO:0005730
RF01537	GO:0005730
RF01538	GO:0005730
RF01539	GO:0005730
RF01540	GO:0005730
RF01541	GO:0005730
RF01542	GO:0005730
RF01543	GO:0005730
RF01544	GO:0005730
RF01545	GO:0005730
RF01546	GO:0005730
RF01547	GO:0005730
RF01548	GO:0005730
RF01549	GO:0005730
RF01550	GO:0005730
RF01551	GO:0005730
RF01552	GO:0005730
RF01553	GO:0005730
RF01554	GO:0005730
RF01555	GO:0005730
RF01556	GO:0005730
RF01557	GO:0005730
RF01558	GO:0005730
RF01559	GO:0005730
RF01560	GO:0005730
RF01561	GO:0005730
RF01562	GO:0005730
RF01563	GO:0005730
RF01564	GO:0005730
RF01565	GO:0005730
RF01566	GO:0005730
RF01567	GO:0005730
RF01568	GO:0005730
RF01569	GO:0005730
RF01572	GO:0005730
RF01573	GO:0005730
RF01574	GO:0005730
RF01575	GO:0005730
RF01576	GO:0005730
RF01583	GO:0005730
RF01584	GO:0005730
RF01585	GO:0005730
RF01586	GO:0005730
RF01587	GO:0005730
RF01588	GO:0005730
RF01589	GO:0005730
RF01590	GO:0005730
RF01591	GO:0005730
RF01592	GO:0005730
RF01593	GO:0005730
RF01594	GO:0005730
RF01595	GO:0005730
RF01596	GO:0005730
RF01597	GO:0005730
RF01598	GO:0005730
RF01599	GO:0005730
RF01600	GO:0005730
RF01601	GO:0005730
RF01602	GO:0005730
RF01603	GO:0005730
RF01604	GO:0005730
RF01605	GO:0005730
RF01606	GO:0005730
RF01607	GO:0005730
RF01608	GO:0005730
RF01609	GO:0005730
RF01610	GO:0005730
RF01611	GO:0005730
RF01612	GO:0005730
RF01613	GO:0005730
RF01614	GO:0005730
RF01615	GO:0005730
RF01617	GO:0005730
RF01618	GO:0005730
RF01620	GO:0005730
RF01621	GO:0005730
RF01622	GO:0005730
RF01624	GO:0005730
RF01625	GO:0005730
RF01626	GO:0005730
RF01627	GO:0005730
RF01628	GO:0005730
RF01629	GO:0005730
RF01630	GO:0005730
RF01631	GO:0005730
RF01632	GO:0005730
RF01633	GO:0005730
RF01634	GO:0005730
RF01635	GO:0005730
RF01636	GO:0005730
RF01637	GO:0005730
RF01638	GO:0005730
RF01639	GO:0005730
RF01640	GO:0005730
RF01641	GO:0005730
RF01642	GO:0005730
RF01644	GO:0005730
RF01645	GO:0005730
RF01646	GO:0005730
RF01647	GO:0005730
RF01648	GO:0005730
RF01649	GO:0005730
RF01650	GO:0005730
RF01651	GO:0005730
RF01652	GO:0005730
RF01653	GO:0005730
RF01654	GO:0005730
RF01655	GO:0005730
RF01658	GO:0005730
RF01659	GO:0005730
RF01660	GO:0005730
RF01661	GO:0005730
RF01662	GO:0005730
RF01664	GO:0005730
RF01846	GO:0005730
RF01847	GO:0005730
RF01848	GO:0005730
RF01854	GO:0048501
RF01855	GO:0005786
RF01855	GO:0048501
RF01856	GO:0005786
RF01856	GO:0048501
RF01857	GO:0005786
RF01857	GO:0048501
RF01860	GO:0005730
RF01861	GO:0005730
RF01862	GO:0005730
RF01863	GO:0005730
RF01864	GO:0005730
RF01866	GO:0005730
RF01874	GO:0005634
RF01875	GO:0005634
RF01876	GO:0005634
RF01877	GO:0005634
