ID	Name	Namespace	Distance
KW:0100	Branched-chain amino acid biosynthesis	Biological_process	3
KW:0101	Branched-chain amino acid catabolism	Biological_process	2
KW:0103	Bromodomain	Domain	2
KW:0104	Cadmium	Ligand	2
KW:0105	Cadmium resistance	Biological_process	2
KW:0106	Calcium	Ligand	2
KW:0107	Calcium channel	Molecular_function	3
KW:0108	Calcium channel impairing toxin	Molecular_function	4
KW:0109	Calcium transport	Biological_process	4
KW:0111	Calcium/phospholipid-binding	Ligand	3
KW:0112	Calmodulin-binding	Ligand	2
KW:0113	Calvin cycle	Biological_process	2
KW:0114	cAMP	Ligand	2
KW:0115	cAMP biosynthesis	Biological_process	2
KW:0116	cAMP-binding	Ligand	3
KW:0117	Actin capping	Molecular_function	2
KW:0118	Viral capsid assembly	Biological_process	3
KW:0119	Carbohydrate metabolism	Biological_process	2
KW:0120	Carbon dioxide fixation	Biological_process	2
KW:0121	Carboxypeptidase	Molecular_function	4
KW:0123	Cardiotoxin	Molecular_function	3
KW:0124	Carnitine biosynthesis	Biological_process	2
KW:0125	Carotenoid biosynthesis	Biological_process	2
KW:0127	Catecholamine biosynthesis	Biological_process	2
KW:0128	Catecholamine metabolism	Biological_process	2
KW:0129	CBS domain	Domain	2
KW:0130	Cell adhesion	Biological_process	2
KW:0131	Cell cycle	Biological_process	2
KW:0132	Cell division	Biological_process	3
KW:0133	Cell shape	Biological_process	2
KW:0134	Cell wall	Cellular_component	3
KW:0135	Cellulose biosynthesis	Biological_process	2
KW:0136	Cellulose degradation	Biological_process	4
KW:0137	Centromere	Cellular_component	2
KW:0138	CF(0)	Cellular_component	2
KW:0139	CF(1)	Cellular_component	2
KW:0140	cGMP	Ligand	2
KW:0141	cGMP biosynthesis	Biological_process	2
KW:0142	cGMP-binding	Ligand	3
KW:0143	Chaperone	Molecular_function	2
KW:0145	Chemotaxis	Biological_process	2
KW:0146	Chitin degradation	Biological_process	4
KW:0147	Chitin-binding	Ligand	2
KW:0148	Chlorophyll	Ligand	3
KW:0149	Chlorophyll biosynthesis	Biological_process	2
KW:0150	Chloroplast	Cellular_component	3
KW:0152	Cholesterol biosynthesis	Biological_process	6
KW:0153	Cholesterol metabolism	Biological_process	5
KW:0156	Chromatin regulator	Molecular_function	2
KW:0157	Chromophore	Ligand	2
KW:0158	Chromosome	Cellular_component	2
KW:0159	Chromosome partition	Biological_process	2
KW:0160	Chromosomal rearrangement	Coding_sequence_diversity	2
KW:0162	Chylomicron	Cellular_component	2
KW:0164	Citrullination	PTM	2
KW:0165	Cleavage on pair of basic residues	PTM	2
KW:0166	Nematocyst	Cellular_component	2
KW:0167	Capsid protein	Cellular_component	3
KW:0168	Coated pit	Cellular_component	3
KW:0169	Cobalamin biosynthesis	Biological_process	2
KW:0170	Cobalt	Ligand	2
KW:0173	Coenzyme A biosynthesis	Biological_process	2
KW:0174	Coenzyme M biosynthesis	Biological_process	2
KW:0175	Coiled coil	Domain	2
KW:0176	Collagen	Domain	2
KW:0177	Collagen degradation	Biological_process	2
KW:0178	Competence	Biological_process	2
KW:0179	Complement alternate pathway	Biological_process	4
KW:0180	Complement pathway	Biological_process	4
KW:0184	Conjugation	Biological_process	2
KW:0186	Copper	Ligand	2
KW:0187	Copper transport	Biological_process	4
KW:0190	Covalent protein-DNA linkage	PTM	2
KW:0191	Covalent protein-RNA linkage	PTM	2
KW:0192	Crown gall tumor	Disease	2
KW:0194	Cyanelle	Cellular_component	3
KW:0195	Cyclin	Molecular_function	2
KW:0196	Cycloheximide resistance	Biological_process	3
KW:0197	Cyclosporin	Ligand	2
KW:0198	Cysteine biosynthesis	Biological_process	3
KW:0201	Cytochrome c-type biogenesis	Biological_process	2
KW:0202	Cytokine	Molecular_function	2
KW:0203	Cytokinin biosynthesis	Biological_process	2
KW:0204	Cytolysis	Biological_process	2
KW:0206	Cytoskeleton	Cellular_component	3
KW:0208	D-amino acid	PTM	2
KW:0209	Deafness	Disease	2
KW:0210	Decarboxylase	Molecular_function	3
KW:0211	Defensin	Molecular_function	3
KW:0214	Dental caries	Disease	2
KW:0215	Deoxyribonucleotide synthesis	Biological_process	2
KW:0216	Detoxification	Biological_process	2
KW:0217	Developmental protein	Molecular_function	2
KW:0219	Diabetes mellitus	Disease	2
KW:0220	Diaminopimelate biosynthesis	Biological_process	2
KW:0221	Differentiation	Biological_process	2
KW:0222	Digestion	Biological_process	2
KW:0223	Dioxygenase	Molecular_function	3
KW:0224	Dipeptidase	Molecular_function	4
KW:0225	Disease mutation	Disease	2
KW:0226	DNA condensation	Biological_process	2
KW:0227	DNA damage	Biological_process	2
KW:0228	DNA excision	Biological_process	2
KW:0229	DNA integration	Biological_process	2
KW:0230	DNA invertase	Molecular_function	2
KW:0231	Viral genome packaging	Biological_process	3
KW:0233	DNA recombination	Biological_process	2
KW:0234	DNA repair	Biological_process	3
KW:0235	DNA replication	Biological_process	2
KW:0236	DNA replication inhibitor	Molecular_function	2
KW:0237	DNA synthesis	Biological_process	2
KW:0238	DNA-binding	Ligand	2
KW:0239	DNA-directed DNA polymerase	Molecular_function	4
KW:0240	DNA-directed RNA polymerase	Cellular_component	2
KW:0242	Dwarfism	Disease	2
KW:0243	Dynein	Cellular_component	2
KW:0244	Early protein	Developmental_stage	2
KW:0245	EGF-like domain	Domain	2
KW:0249	Electron transport	Biological_process	3
KW:0251	Elongation factor	Molecular_function	2
KW:0254	Endocytosis	Biological_process	2
KW:0255	Endonuclease	Molecular_function	4
KW:0256	Endoplasmic reticulum	Cellular_component	2
KW:0259	Enterobactin biosynthesis	Biological_process	2
KW:0260	Enterotoxin	Molecular_function	3
KW:0261	Viral envelope protein	Cellular_component	3
KW:0265	Erythrocyte maturation	Biological_process	2
KW:0266	Ethylene biosynthesis	Biological_process	2
KW:0267	Excision nuclease	Molecular_function	2
KW:0268	Exocytosis	Biological_process	2
KW:0269	Exonuclease	Molecular_function	4
KW:0270	Exopolysaccharide synthesis	Biological_process	2
KW:0271	Exosome	Cellular_component	2
KW:0272	Extracellular matrix	Cellular_component	3
KW:0273	Eye lens protein	Molecular_function	2
KW:0274	FAD	Ligand	3
KW:0275	Fatty acid biosynthesis	Biological_process	4
KW:0276	Fatty acid metabolism	Biological_process	3
KW:0278	Fertilization	Biological_process	2
KW:0280	Fibrinolysis	Biological_process	4
KW:0281	Fimbrium	Cellular_component	2
KW:0282	Flagellum	Cellular_component	4
KW:0283	Flagellar rotation	Biological_process	2
KW:0284	Flavonoid biosynthesis	Biological_process	2
KW:0285	Flavoprotein	Ligand	2
KW:0287	Flowering	Biological_process	2
KW:0288	FMN	Ligand	3
KW:0289	Folate biosynthesis	Biological_process	2
KW:0290	Folate-binding	Ligand	2
KW:0291	Formylation	PTM	2
KW:0292	Fruit ripening	Biological_process	2
KW:0294	Fucose metabolism	Biological_process	3
KW:0295	Fungicide	Molecular_function	3
KW:0297	G-protein coupled receptor	Molecular_function	3
KW:0298	Galactitol metabolism	Biological_process	2
KW:0299	Galactose metabolism	Biological_process	3
KW:0301	Gamma-carboxyglutamic acid	PTM	2
KW:0302	Gap protein	Molecular_function	3
KW:0303	Gap junction	Cellular_component	3
KW:0304	Gas vesicle	Cellular_component	3
KW:0305	Gaseous exchange	Biological_process	2
KW:0306	Gastrulation	Biological_process	2
KW:0309	Germination	Biological_process	2
KW:0311	Gluconate utilization	Biological_process	2
KW:0312	Gluconeogenesis	Biological_process	2
KW:0313	Glucose metabolism	Biological_process	3
KW:0314	Glutamate biosynthesis	Biological_process	3
KW:0315	Glutamine amidotransferase	Domain	2
KW:0317	Glutathione biosynthesis	Biological_process	2
KW:0318	Glutathionylation	PTM	2
KW:0319	Glycerol metabolism	Biological_process	2
KW:0320	Glycogen biosynthesis	Biological_process	2
KW:0321	Glycogen metabolism	Biological_process	3
KW:0322	Glycogen storage disease	Disease	2
KW:0323	Glycolate pathway	Biological_process	2
KW:0324	Glycolysis	Biological_process	2
KW:0325	Glycoprotein	PTM	2
KW:0326	Glycosidase	Molecular_function	3
KW:0327	Glycosome	Cellular_component	2
KW:0328	Glycosyltransferase	Molecular_function	3
KW:0329	Glyoxylate bypass	Biological_process	2
KW:0330	Glyoxysome	Cellular_component	2
KW:0332	GMP biosynthesis	Biological_process	3
KW:0333	Golgi apparatus	Cellular_component	2
KW:0334	Gonadal differentiation	Biological_process	3
KW:0336	GPI-anchor	Cellular_component	3
KW:0337	GPI-anchor biosynthesis	Biological_process	2
KW:0338	Growth arrest	Biological_process	3
KW:0339	Growth factor	Molecular_function	2
KW:0340	Growth factor binding	Ligand	2
KW:0341	Growth regulation	Biological_process	2
KW:0342	GTP-binding	Ligand	3
KW:0343	GTPase activation	Molecular_function	2
KW:0344	Guanine-nucleotide releasing factor	Molecular_function	2
KW:0345	HDL	Cellular_component	2
KW:0346	Stress response	Biological_process	2
KW:0347	Helicase	Molecular_function	3
KW:0348	Hemagglutinin	Molecular_function	2
KW:0349	Heme	Ligand	3
KW:0350	Heme biosynthesis	Biological_process	2
KW:0351	Hemoglobin-binding	Ligand	2
KW:0354	Hemolysis	Biological_process	3
KW:0356	Hemostasis	Biological_process	2
KW:0357	Heparan sulfate	PTM	4
KW:0358	Heparin-binding	Ligand	2
KW:0359	Herbicide resistance	Biological_process	2
KW:0368	Histidine biosynthesis	Biological_process	3
KW:0369	Histidine metabolism	Biological_process	2
KW:0371	Homeobox	Domain	2
KW:0372	Hormone	Molecular_function	2
KW:0373	Hyaluronic acid	Ligand	2
KW:0375	Hydrogen ion transport	Biological_process	4
KW:0376	Hydrogen peroxide	Biological_process	2
KW:0377	Hydrogenosome	Cellular_component	2
KW:0378	Hydrolase	Molecular_function	2
KW:0379	Hydroxylation	PTM	2
KW:0381	Hypersensitive response	Biological_process	3
KW:0382	Hypotensive agent	Molecular_function	2
KW:0385	Hypusine	PTM	2
KW:0386	Hypusine biosynthesis	Biological_process	2
KW:0387	Ice nucleation	Molecular_function	2
KW:0389	IgE-binding protein	Ligand	2
KW:0390	IgG-binding protein	Ligand	2
KW:0391	Immunity	Biological_process	2
KW:0393	Immunoglobulin domain	Domain	2
KW:0395	Inflammatory response	Biological_process	2
KW:0396	Initiation factor	Molecular_function	2
KW:0398	Inositol biosynthesis	Biological_process	2
KW:0399	Innate immunity	Biological_process	3
KW:0401	Integrin	Molecular_function	2
KW:0403	Intermediate filament	Cellular_component	2
KW:0404	Intron homing	Biological_process	2
KW:0406	Ion transport	Biological_process	3
KW:0407	Ion channel	Molecular_function	2
KW:0408	Iron	Ligand	2
KW:0409	Iron storage	Biological_process	2
KW:0410	Iron transport	Ligand	3
KW:0411	Iron-sulfur	Ligand	3
KW:0412	Isoleucine biosynthesis	Biological_process	4
KW:0413	Isomerase	Molecular_function	2
KW:0414	Isoprene biosynthesis	Biological_process	2
KW:0416	Keratin	Cellular_component	2
KW:0417	Keratinization	Biological_process	2
KW:0418	Kinase	Molecular_function	3
KW:0420	Kringle	Domain	2
KW:0421	Lactation	Biological_process	2
KW:0422	Lactose biosynthesis	Biological_process	2
KW:0423	Lactose metabolism	Biological_process	2
KW:0424	Laminin EGF-like domain	Domain	2
KW:0426	Late protein	Developmental_stage	2
KW:0427	LDL	Cellular_component	2
KW:0430	Lectin	Ligand	2
KW:0432	Leucine biosynthesis	Biological_process	4
KW:0433	Leucine-rich repeat	Domain	2
KW:0434	Leukotriene biosynthesis	Biological_process	2
KW:0436	Ligase	Molecular_function	2
KW:0437	Light-harvesting polypeptide	Molecular_function	2
KW:0438	Lignin biosynthesis	Biological_process	2
KW:0439	Lignin degradation	Biological_process	2
KW:0440	LIM domain	Domain	2
KW:0441	Lipid A biosynthesis	Biological_process	4
KW:0442	Lipid degradation	Biological_process	3
KW:0443	Lipid metabolism	Biological_process	2
KW:0444	Lipid biosynthesis	Biological_process	3
KW:0445	Lipid transport	Biological_process	3
KW:0446	Lipid-binding	Ligand	2
KW:0448	Lipopolysaccharide biosynthesis	Biological_process	2
KW:0449	Lipoprotein	PTM	2
KW:0450	Lipoyl	Domain	2
KW:0452	Lithium	Ligand	2
KW:0455	Luminescence	Biological_process	2
KW:0456	Lyase	Molecular_function	2
KW:0457	Lysine biosynthesis	Biological_process	3
KW:0458	Lysosome	Cellular_component	2
KW:0460	Magnesium	Ligand	2
KW:0461	Malaria	Disease	2
KW:0462	Maltose metabolism	Biological_process	2
KW:0464	Manganese	Ligand	2
KW:0465	Mannose-binding	Ligand	3
KW:0468	Viral matrix protein	Cellular_component	3
KW:0469	Meiosis	Biological_process	2
KW:0470	Melanin biosynthesis	Biological_process	2
KW:0471	Melatonin biosynthesis	Biological_process	2
KW:0472	Membrane	Cellular_component	2
KW:0473	Membrane attack complex	Cellular_component	2
KW:0474	Menaquinone biosynthesis	Biological_process	2
KW:0475	Mercuric resistance	Biological_process	2
KW:0476	Mercury	Ligand	2
KW:0477	Merozoite	Developmental_stage	2
KW:0479	Metal-binding	Ligand	2
KW:0480	Metal-thiolate cluster	Ligand	3
KW:0481	Metalloenzyme inhibitor	Molecular_function	2
KW:0482	Metalloprotease	Molecular_function	4
KW:0483	Metalloprotease inhibitor	Molecular_function	3
KW:0484	Methanogenesis	Biological_process	2
KW:0486	Methionine biosynthesis	Biological_process	3
KW:0487	Methotrexate resistance	Biological_process	2
KW:0488	Methylation	PTM	2
KW:0489	Methyltransferase	Molecular_function	3
KW:0490	MHC I	Cellular_component	2
KW:0491	MHC II	Cellular_component	2
KW:0492	Microsome	Cellular_component	3
KW:0493	Microtubule	Cellular_component	2
KW:0494	Milk protein	Molecular_function	2
KW:0496	Mitochondrion	Cellular_component	2
KW:0497	Mitogen	Molecular_function	2
KW:0498	Mitosis	Biological_process	4
KW:0500	Molybdenum	Ligand	2
KW:0501	Molybdenum cofactor biosynthesis	Biological_process	2
KW:0502	Monoclonal antibody	Molecular_function	2
KW:0503	Monooxygenase	Molecular_function	3
KW:0504	Morphogen	Molecular_function	2
KW:0505	Motor protein	Molecular_function	2
KW:0506	mRNA capping	Biological_process	3
KW:0507	mRNA processing	Biological_process	2
KW:0508	mRNA splicing	Biological_process	3
KW:0509	mRNA transport	Biological_process	3
KW:0510	Mucopolysaccharidosis	Disease	2
KW:0514	Muscle protein	Molecular_function	2
KW:0515	Mutator protein	Molecular_function	2
KW:0517	Myogenesis	Biological_process	2
KW:0518	Myosin	Molecular_function	3
KW:0519	Myristate	PTM	3
KW:0520	NAD	Ligand	2
KW:0521	NADP	Ligand	2
KW:0523	Neurodegeneration	Disease	2
KW:0524	Neurogenesis	Biological_process	2
KW:0527	Neuropeptide	Molecular_function	2
KW:0528	Neurotoxin	Molecular_function	3
KW:0529	Neurotransmitter	Molecular_function	2
KW:0530	Neurotransmitter biosynthesis	Biological_process	2
KW:0531	Neurotransmitter degradation	Biological_process	2
KW:0532	Neurotransmitter transport	Biological_process	3
KW:0533	Nickel	Ligand	2
KW:0534	Nitrate assimilation	Biological_process	2
KW:0535	Nitrogen fixation	Biological_process	2
KW:0536	Nodulation	Biological_process	2
KW:0539	Nucleus	Cellular_component	2
KW:0540	Nuclease	Molecular_function	3
KW:0543	Viral nucleoprotein	Ligand	2
KW:0544	Nucleosome core	Ligand	3
KW:0545	Nucleotide biosynthesis	Biological_process	2
KW:0546	Nucleotide metabolism	Biological_process	2
KW:0547	Nucleotide-binding	Ligand	2
KW:0548	Nucleotidyltransferase	Molecular_function	3
KW:0550	Obesity	Disease	2
KW:0551	Lipid droplet	Cellular_component	2
KW:0552	Olfaction	Biological_process	3
KW:0553	Oncogene	Disease	2
KW:0554	One-carbon metabolism	Biological_process	2
KW:0556	Organic radical	PTM	2
KW:0558	Oxidation	PTM	2
KW:0560	Oxidoreductase	Molecular_function	2
KW:0561	Oxygen transport	Biological_process	3
KW:0562	Pair-rule protein	Molecular_function	3
KW:0563	Paired box	Domain	2
KW:0564	Palmitate	PTM	3
KW:0566	Pantothenate biosynthesis	Biological_process	2
KW:0568	Pathogenesis-related protein	Molecular_function	2
KW:0570	Pentose shunt	Biological_process	2
KW:0571	Peptide transport	Biological_process	4
KW:0572	Peptidoglycan-anchor	PTM	2
KW:0573	Peptidoglycan synthesis	Biological_process	2
KW:0574	Periplasm	Cellular_component	2
KW:0575	Peroxidase	Molecular_function	3
KW:0576	Peroxisome	Cellular_component	2
KW:0577	PHA biosynthesis	Biological_process	2
KW:0578	Host cell lysis by virus	Biological_process	3
KW:0581	Phagocytosis	Biological_process	2
KW:0583	PHB biosynthesis	Biological_process	2
KW:0584	Phenylalanine biosynthesis	Biological_process	4
KW:0585	Phenylalanine catabolism	Biological_process	2
KW:0587	Phenylpropanoid metabolism	Biological_process	2
KW:0588	Pheromone	Molecular_function	2
KW:0589	Pheromone response	Biological_process	2
KW:0590	Pheromone-binding	Ligand	2
KW:0592	Phosphate transport	Biological_process	3
KW:0593	Phospholipase A2 inhibitor	Molecular_function	2
KW:0594	Phospholipid biosynthesis	Biological_process	4
KW:0595	Phospholipid degradation	Biological_process	4
KW:0596	Phosphopantetheine	PTM	2
KW:0597	Phosphoprotein	PTM	2
KW:0598	Phosphotransferase system	Biological_process	2
KW:0599	Photoprotein	Molecular_function	2
KW:0600	Photoreceptor protein	Molecular_function	3
KW:0601	Photorespiration	Biological_process	2
KW:0602	Photosynthesis	Biological_process	2
KW:0603	Photosystem I	Cellular_component	2
KW:0604	Photosystem II	Cellular_component	2
KW:0605	Phycobilisome	Cellular_component	2
KW:0607	Phytochrome signaling pathway	Biological_process	2
KW:0608	Pigment	Ligand	2
KW:0611	Plant defense	Biological_process	2
KW:0617	Plasminogen activation	Biological_process	2
KW:0618	Plastoquinone	Ligand	2
KW:0620	Polyamine biosynthesis	Biological_process	2
KW:0621	Polymorphism	Coding_sequence_diversity	2
KW:0622	Neuropathy	Disease	2
KW:0624	Polysaccharide degradation	Biological_process	3
KW:0626	Porin	Molecular_function	2
KW:0627	Porphyrin biosynthesis	Biological_process	2
KW:0628	Postsynaptic cell membrane	Cellular_component	4
KW:0629	Postsynaptic neurotoxin	Molecular_function	4
KW:0630	Potassium	Ligand	2
KW:0631	Potassium channel	Biological_process	5
KW:0632	Potassium channel impairing toxin	Molecular_function	4
KW:0633	Potassium transport	Biological_process	4
KW:0634	PQQ	Ligand	2
KW:0635	Pregnancy	Biological_process	2
KW:0636	Prenylation	PTM	3
KW:0637	Prenyltransferase	Molecular_function	3
KW:0638	Presynaptic neurotoxin	Molecular_function	4
KW:0639	Primosome	Cellular_component	2
KW:0640	Prion	Molecular_function	2
KW:0641	Proline biosynthesis	Biological_process	3
KW:0642	Proline metabolism	Biological_process	2
KW:0643	Prostaglandin biosynthesis	Biological_process	5
KW:0644	Prostaglandin metabolism	Biological_process	4
KW:0645	Protease	Molecular_function	3
KW:0646	Protease inhibitor	Molecular_function	2
KW:0647	Proteasome	Cellular_component	2
KW:0648	Protein biosynthesis	Biological_process	2
KW:0649	Protein kinase inhibitor	Molecular_function	2
KW:0650	Protein phosphatase inhibitor	Molecular_function	2
KW:0651	Protein splicing	PTM	3
KW:0652	Protein synthesis inhibitor	Molecular_function	2
KW:0653	Protein transport	Biological_process	3
KW:0654	Proteoglycan	PTM	3
KW:0655	Prothrombin activator	Molecular_function	2
KW:0656	Proto-oncogene	Disease	2
KW:0658	Purine biosynthesis	Biological_process	2
KW:0659	Purine metabolism	Biological_process	2
KW:0660	Purine salvage	Biological_process	2
KW:0661	Putrescine biosynthesis	Biological_process	2
KW:0662	Pyridine nucleotide biosynthesis	Biological_process	2
KW:0663	Pyridoxal phosphate	Ligand	2
KW:0664	Pyridoxine biosynthesis	Biological_process	2
KW:0665	Pyrimidine biosynthesis	Biological_process	2
KW:0666	Pyrogen	Molecular_function	2
KW:0669	Pyrrolysine	Coding_sequence_diversity	2
KW:0670	Pyruvate	Ligand	2
KW:0671	Queuosine biosynthesis	Biological_process	2
KW:0672	Quinate metabolism	Biological_process	2
KW:0673	Quorum sensing	Biological_process	2
KW:0674	Reaction center	Cellular_component	2
KW:0675	Receptor	Molecular_function	2
KW:0676	Redox-active center	Domain	2
KW:0677	Repeat	Domain	2
KW:0678	Repressor	Molecular_function	2
KW:0679	Respiratory chain	Biological_process	4
KW:0680	Restriction system	Biological_process	2
KW:0681	Retinal protein	Molecular_function	4
KW:0683	Retinol-binding	Ligand	2
KW:0684	Rhamnose metabolism	Biological_process	2
KW:0686	Riboflavin biosynthesis	Biological_process	2
KW:0687	Ribonucleoprotein	Molecular_function	2
KW:0688	Ribosomal frameshifting	Coding_sequence_diversity	2
KW:0689	Ribosomal protein	Molecular_function	3
KW:0690	Ribosome biogenesis	Biological_process	2
KW:0691	RNA editing	Coding_sequence_diversity	2
KW:0692	RNA repair	Biological_process	2
KW:0693	Viral RNA replication	Biological_process	2
KW:0694	RNA-binding	Ligand	2
KW:0695	RNA-directed DNA polymerase	Molecular_function	4
KW:0696	RNA-directed RNA polymerase	Molecular_function	4
KW:0697	Rotamase	Molecular_function	3
KW:0698	rRNA processing	Biological_process	2
KW:0699	rRNA-binding	Ligand	3
KW:0702	S-nitrosylation	PTM	2
KW:0703	Sarcoplasmic reticulum	Cellular_component	2
KW:0704	Schiff base	Ligand	2
KW:0708	Seed storage protein	Molecular_function	3
KW:0709	Segmentation polarity protein	Molecular_function	3
KW:0711	Selenium	Ligand	2
KW:0712	Selenocysteine	Coding_sequence_diversity	2
KW:0713	Self-incompatibility	Biological_process	2
KW:0716	Sensory transduction	Biological_process	2
KW:0717	Septation	Biological_process	4
KW:0718	Serine biosynthesis	Biological_process	3
KW:0719	Serine esterase	Molecular_function	3
KW:0720	Serine protease	Molecular_function	4
KW:0721	Serine protease homolog	Molecular_function	2
KW:0722	Serine protease inhibitor	Molecular_function	3
KW:0723	Serine/threonine-protein kinase	Molecular_function	4
KW:0724	Serotonin biosynthesis	Biological_process	2
KW:0726	Sexual differentiation	Biological_process	3
KW:0727	SH2 domain	Domain	2
KW:0728	SH3 domain	Domain	2
KW:0729	SH3-binding	Domain	2
KW:0730	Sialic acid	Ligand	2
KW:0731	Sigma factor	Molecular_function	2
KW:0732	Signal	Domain	2
KW:0733	Signal recognition particle	Cellular_component	2
KW:0734	Signal transduction inhibitor	Molecular_function	2
KW:0735	Signal-anchor	Domain	3
KW:0736	Signalosome	Cellular_component	2
KW:0738	Voltage-gated sodium channel impairing toxin	Molecular_function	4
KW:0739	Sodium transport	Biological_process	4
KW:0740	Sodium/potassium transport	Ligand	3
KW:0741	SOS mutagenesis	Biological_process	5
KW:0742	SOS response	Biological_process	4
KW:0744	Spermatogenesis	Biological_process	3
KW:0745	Spermidine biosynthesis	Biological_process	2
KW:0746	Sphingolipid metabolism	Biological_process	3
KW:0747	Spliceosome	Cellular_component	2
KW:0748	Sporozoite	Developmental_stage	2
KW:0749	Sporulation	Biological_process	2
KW:0750	Starch biosynthesis	Biological_process	2
KW:0752	Steroid biosynthesis	Biological_process	4
KW:0753	Steroid metabolism	Biological_process	3
KW:0754	Steroid-binding	Ligand	3
KW:0755	Steroidogenesis	Biological_process	2
KW:0756	Sterol biosynthesis	Biological_process	5
KW:0758	Storage protein	Molecular_function	2
KW:0762	Sugar transport	Biological_process	3
KW:0763	Sulfate respiration	Biological_process	2
KW:0764	Sulfate transport	Biological_process	3
KW:0765	Sulfation	PTM	2
KW:0766	Superantigen	Molecular_function	2
KW:0767	Surface film	Cellular_component	3
KW:0768	Sushi	Domain	2
KW:0769	Symport	Biological_process	3
KW:0770	Synapse	Cellular_component	3
KW:0771	Synaptosome	Cellular_component	4
KW:0777	Teichoic acid biosynthesis	Biological_process	2
KW:0779	Telomere	Cellular_component	3
KW:0780	Terminal addition	Biological_process	2
KW:0783	Tetrahydrobiopterin biosynthesis	Biological_process	2
KW:0784	Thiamine biosynthesis	Biological_process	2
KW:0785	Thiamine catabolism	Biological_process	2
KW:0786	Thiamine pyrophosphate	Ligand	2
KW:0787	Thick filament	Cellular_component	2
KW:0788	Thiol protease	Molecular_function	4
KW:0789	Thiol protease inhibitor	Molecular_function	3
KW:0791	Threonine biosynthesis	Biological_process	3
KW:0793	Thylakoid	Cellular_component	2
